scenario,datetime,demand,wind_cf,pv_cf,market_price,probability
S1,2024-01-01T00:00:00.0,56.36642518548223,0.2601876747805505,0.0,216.7796175699741,0.2
S1,2024-01-01T01:00:00.0,72.87013395984312,0.9522580699968279,0.23648337488729104,236.8102509070457,0.2
S1,2024-01-01T02:00:00.0,76.85012028831044,0.06304475092339623,0.604156745406737,196.85594314614633,0.2
S1,2024-01-01T03:00:00.0,85.17174723421769,0.544429807776297,0.6738608284749826,280.85619926941155,0.2
S1,2024-01-01T04:00:00.0,100.0,0.4657402511440406,0.883858170653514,461.83560904516935,0.2
S1,2024-01-01T05:00:00.0,100.0,0.3421425796396743,0.9876859811978252,249.00098264252046,0.2
S1,2024-01-01T06:00:00.0,91.40444617938378,0.6159587932895483,1.0,286.8592603376185,0.2
S1,2024-01-01T07:00:00.0,83.94415099649726,0.6386591019680115,0.802085975776708,347.722537810634,0.2
S1,2024-01-01T08:00:00.0,73.4976678400677,0.9256850902902557,1.0,314.6699014194043,0.2
S1,2024-01-01T09:00:00.0,88.72208786776801,0.5965102693150273,0.6889521263759749,166.95253049313655,0.2
S1,2024-01-01T10:00:00.0,71.74665450024932,0.6931900941885002,0.6470346669500544,206.94237729972775,0.2
S1,2024-01-01T11:00:00.0,78.75564703655903,0.648886759239298,0.11539410082620735,169.9361884398862,0.2
S1,2024-01-01T12:00:00.0,64.33885874304862,0.774187916175297,0.0,198.68334580354576,0.2
S1,2024-01-01T13:00:00.0,45.69283978836172,0.8197839213529192,0.012375007117275719,233.53996166775335,0.2
S1,2024-01-01T14:00:00.0,45.17130881450359,0.04805269337879936,0.059887324722017556,146.6006151804064,0.2
S1,2024-01-01T15:00:00.0,46.18796766835686,0.7046220778503876,0.1445151456919394,112.70431052301828,0.2
S1,2024-01-01T16:00:00.0,24.428204636720494,0.8892332330408234,0.11155460236661752,-36.09482714293935,0.2
S1,2024-01-01T17:00:00.0,20.0,0.30397906522623874,0.013895664346442764,-100.40374062526455,0.2
S1,2024-01-01T18:00:00.0,20.0,0.86837059618265,0.07386877930534062,28.81921462848821,0.2
S1,2024-01-01T19:00:00.0,20.397156728810774,0.05460095101627471,0.004581438672329575,26.601386247373142,0.2
S1,2024-01-01T20:00:00.0,20.0,0.12423432061454087,0.10773509306733314,214.48186825355236,0.2
S1,2024-01-01T21:00:00.0,20.0,0.5761487126554398,0.0,96.23887639134125,0.2
S1,2024-01-01T22:00:00.0,53.00971539260361,0.9047280630166583,0.0,52.73441954379183,0.2
S1,2024-01-01T23:00:00.0,72.31003531856122,0.23720700691020935,0.0,259.11352158761645,0.2
S1,2024-01-02T00:00:00.0,75.12392007786762,0.17270554743724298,0.0,65.32318563070885,0.2
S1,2024-01-02T01:00:00.0,76.84125220823606,0.41341522990874047,0.11725272015048013,140.4020837974527,0.2
S1,2024-01-02T02:00:00.0,88.99944309750923,0.6940843414031295,0.5249334908033825,177.1079526436232,0.2
S1,2024-01-02T03:00:00.0,91.12585034961533,0.5405882125031256,0.79182962193882,313.9845233694846,0.2
S1,2024-01-02T04:00:00.0,100.0,0.8766131323048414,0.709150490642337,413.45511331682786,0.2
S1,2024-01-02T05:00:00.0,100.0,0.8110216437362694,0.8964155918317561,328.2849066083576,0.2
S1,2024-01-02T06:00:00.0,100.0,0.26996818974226056,1.0,470.979559915197,0.2
S1,2024-01-02T07:00:00.0,100.0,0.9377849344445189,0.9739167872765511,336.19269031246756,0.2
S1,2024-01-02T08:00:00.0,100.0,0.3060232497637886,0.733196251924924,285.29879316669235,0.2
S1,2024-01-02T09:00:00.0,96.29075985421389,0.1487044178602972,0.8533093240024723,349.6231100527928,0.2
S1,2024-01-02T10:00:00.0,76.14388951479613,0.23821618143469336,0.4702040357003485,257.17761000392676,0.2
S1,2024-01-02T11:00:00.0,65.95551098617081,0.7799960937839244,0.22064733844879028,183.7461313345992,0.2
S1,2024-01-02T12:00:00.0,66.29882849398811,0.5562635404735162,0.058882916751992594,83.66184756544853,0.2
S1,2024-01-02T13:00:00.0,48.95111623070693,0.41359288519959314,0.1299471165858631,393.0500513039084,0.2
S1,2024-01-02T14:00:00.0,32.210880120886756,0.7313701683590137,0.05308547737050559,74.59908585166798,0.2
S1,2024-01-02T15:00:00.0,22.92830889219713,0.6287438840561265,0.05899292525359108,166.6187488573805,0.2
S1,2024-01-02T16:00:00.0,27.799511160797273,0.363826187287986,0.053377870919843244,156.57569714760913,0.2
S1,2024-01-02T17:00:00.0,24.586696321237444,0.07170172341289283,0.05576956345555986,218.4915187380538,0.2
S1,2024-01-02T18:00:00.0,40.41100938637203,0.6512282092134902,0.1971018821026172,262.1820182200962,0.2
S1,2024-01-02T19:00:00.0,20.0,0.7159323046647639,0.0,37.448381432189095,0.2
S1,2024-01-02T20:00:00.0,23.649389413746285,0.604751244173118,0.0,239.7290263083782,0.2
S1,2024-01-02T21:00:00.0,23.56457626644484,0.5186576795294372,0.2598440205523975,-29.158442769067136,0.2
S1,2024-01-02T22:00:00.0,30.994546958093558,0.279594817886442,0.0,53.121591044220054,0.2
S1,2024-01-02T23:00:00.0,47.71716655627656,0.5959156911506045,0.0,33.34889028965307,0.2
S1,2024-01-03T00:00:00.0,50.01625806535456,0.20874452928568255,0.01834801904879502,183.00632730971654,0.2
S1,2024-01-03T01:00:00.0,54.94213785386459,0.5266008319335265,0.12770349390302588,173.22164295377868,0.2
S1,2024-01-03T02:00:00.0,73.8029490836682,0.005735134371233186,0.31261895668382755,451.4182193024367,0.2
S1,2024-01-03T03:00:00.0,94.64131837407727,0.05099930522608487,0.5763525098384491,242.81965374771193,0.2
S1,2024-01-03T04:00:00.0,89.85478804518553,0.6402964099371689,0.8220016490421489,303.20651202087356,0.2
S1,2024-01-03T05:00:00.0,100.0,0.05211295638738833,0.8736353842676514,165.49713887273805,0.2
S1,2024-01-03T06:00:00.0,100.0,0.8388485717098334,1.0,408.8818504691595,0.2
S1,2024-01-03T07:00:00.0,100.0,0.05361094585228188,1.0,327.82209491098655,0.2
S1,2024-01-03T08:00:00.0,77.30918205377101,0.6368862414922253,0.8957959155099605,314.8876757441138,0.2
S1,2024-01-03T09:00:00.0,79.21056192172001,0.06647454343958614,0.6611267933013858,253.576468983589,0.2
S1,2024-01-03T10:00:00.0,93.11017355733499,0.3342394069341995,0.44618756902837464,470.6062335712694,0.2
S1,2024-01-03T11:00:00.0,70.59227322858935,0.08022342826752948,0.1516119656711174,138.2147475263451,0.2
S1,2024-01-03T12:00:00.0,72.25297058394372,0.3003734588755398,0.04129310952188285,158.8087586268999,0.2
S1,2024-01-03T13:00:00.0,62.69095762866583,0.13024098734110667,0.10851345173115304,52.63491539612261,0.2
S1,2024-01-03T14:00:00.0,35.59982754894047,0.39980864076139766,0.11123852345361618,256.9266235552235,0.2
S1,2024-01-03T15:00:00.0,20.0,0.2061063153861019,0.0,78.01538455197908,0.2
S1,2024-01-03T16:00:00.0,34.94246391172378,0.3933312404451116,0.0,82.91939445710504,0.2
S1,2024-01-03T17:00:00.0,20.0,0.4895558944951892,0.07348282733462458,70.29797724607047,0.2
S1,2024-01-03T18:00:00.0,25.415424548443852,0.6830909879924604,0.0,238.3458528019226,0.2
S1,2024-01-03T19:00:00.0,20.0,0.7619927565509581,0.0,98.70311083917687,0.2
S1,2024-01-03T20:00:00.0,20.448837891727354,0.05406519930080045,0.12101201294476215,66.47493645433715,0.2
S1,2024-01-03T21:00:00.0,26.272254010316345,0.2852104854262024,0.0,-26.13927591655292,0.2
S1,2024-01-03T22:00:00.0,29.489655787310667,0.9332695565976904,0.0,320.2076168318028,0.2
S1,2024-01-03T23:00:00.0,61.62683489402449,0.42256543880511255,0.0,147.0148185525013,0.2
S1,2024-01-04T00:00:00.0,69.3000432216245,0.0934836278211083,0.10178722032945334,184.24384617045516,0.2
S1,2024-01-04T01:00:00.0,70.0324645713405,0.6040821535685222,0.272005627382156,214.36402974705902,0.2
S1,2024-01-04T02:00:00.0,71.08421813395061,0.1655761517494846,0.7539585455103373,364.45486332012496,0.2
S1,2024-01-04T03:00:00.0,97.43205616190983,0.9913823334033431,0.722297999977451,284.617142001711,0.2
S1,2024-01-04T04:00:00.0,78.6848733068082,0.5821861877321598,0.9129247949621122,353.7241326975048,0.2
S1,2024-01-04T05:00:00.0,94.09654921119207,0.7268241319585247,0.9000652811484158,441.47337058106746,0.2
S1,2024-01-04T06:00:00.0,100.0,0.5517490237230172,0.9570864124995602,328.77785671960015,0.2
S1,2024-01-04T07:00:00.0,90.71419878301,0.5417255337741324,0.7972266365708167,170.91475663118197,0.2
S1,2024-01-04T08:00:00.0,98.37346948479436,0.8994084028844664,0.7975860116234171,192.57504744621338,0.2
S1,2024-01-04T09:00:00.0,74.2377011394979,0.4953190109924024,0.5911858358198303,273.5562459261717,0.2
S1,2024-01-04T10:00:00.0,67.65231017490856,0.9525233251673305,0.4817332176640782,167.7240083460034,0.2
S1,2024-01-04T11:00:00.0,69.0996931590808,0.9788354029475388,0.16839292689018404,344.8105997687658,0.2
S1,2024-01-04T12:00:00.0,52.14343170219934,0.33526488872123783,0.029571327539368402,164.12636982736836,0.2
S1,2024-01-04T13:00:00.0,45.566251214509876,0.5627809655663337,0.0,162.96064164256555,0.2
S1,2024-01-04T14:00:00.0,22.732005197018655,0.724023910891121,0.0045799690243420845,173.52668890122743,0.2
S1,2024-01-04T15:00:00.0,37.286494449814164,0.17345748242518155,0.0,228.093828747023,0.2
S1,2024-01-04T16:00:00.0,21.444447372517665,0.32189982199036116,0.0,213.5117808098749,0.2
S1,2024-01-04T17:00:00.0,20.0,0.12662208474317038,0.007545731714682956,116.16206964922199,0.2
S1,2024-01-04T18:00:00.0,30.218390547808816,0.28529465447429614,0.035939999529357836,39.52605800913665,0.2
S1,2024-01-04T19:00:00.0,21.353569326500818,0.09494910563772985,0.19824256581359517,45.75529621622375,0.2
S1,2024-01-04T20:00:00.0,20.0,0.8448992658465376,0.3007020511388152,207.1359436215866,0.2
S1,2024-01-04T21:00:00.0,34.34497619558153,0.6667305980323034,0.06878909683210321,90.13845051412548,0.2
S1,2024-01-04T22:00:00.0,29.388822460397446,0.5156192975370715,0.0,280.6779650400706,0.2
